Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode
1295260,2020-06-20 23:32:32,502012776709,"fraud_Gutmann, McLaughlin and Wiza",home,54.42,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,1945-09-20,c427b19081564c3784eb03d2d5a85b94,1371771152,42.27792,-74.60991999999999,0,12474.0
1295261,2020-06-20 23:34:06,3589255887819806,fraud_Gibson-Deckow,entertainment,7.22,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,845d8ba690c9390635637413363f2693,1371771246,40.1753,-77.433262,0,17241.0
1295262,2020-06-20 23:35:18,30235438713303,fraud_Abbott-Rogahn,entertainment,35.03,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,925521dc5450454be8ded06ed208e2a5,1371771318,37.533112,-82.471075,0,41557.0
1295263,2020-06-20 23:35:40,375904527651269,fraud_Volkman PLC,food_dining,17.3,Ryan,Cook,M,75952 Wilson Course,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,dc67a75fd98d50762fd26223b858f19f,1371771340,40.927976,-99.094081,0,68866.0
1295264,2020-06-20 23:35:54,3543299015720986,fraud_Grimes LLC,entertainment,23.87,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1977-10-19,41a17d93e0a3ed9071f421c8ab6a64b2,1371771354,36.321334,-82.655074,0,37641.0
1295265,2020-06-20 23:36:39,373905417449658,fraud_Dibbert and Sons,entertainment,145.34,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,e9a16c46b882c92b31a03a447c903850,1371771399,31.362457,-98.342515,0,
1295266,2020-06-20 23:37:01,3519607465576254,fraud_Botsford PLC,home,120.37,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,c0dbbbcf17e0b47e30b21715c69bc7fd,1371771421,41.657612,-123.31901299999998,0,
1295267,2020-06-20 23:37:37,30446018552504,fraud_Botsford Ltd,shopping_pos,9.54,Felicia,Thomas,F,47035 Murray Harbors,Achille,OK,74720,33.8396,-96.3648,608,Seismic interpreter,1993-05-27,febebb260264a0f3fd6ad8ccebe8c2c7,1371771457,33.183658,-96.687018,0,75072.0
1295268,2020-06-20 23:38:17,630423337322,fraud_Kirlin and Sons,personal_care,77.89,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,2c085a3b5da152e8bdcb25a648014200,1371771497,49.476573,-118.761193,0,
1295269,2020-06-20 23:38:21,180067784565096,fraud_Dare-Marvin,entertainment,32.1,Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,1942-01-06,d2385c608c800b7556fcb3e105358814,1371771501,43.054853,-88.303688,0,53188.0
1295270,2020-06-20 23:38:50,3590736522064285,fraud_Predovic Inc,shopping_net,27.36,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,6e5d57c904e53433a647634e923e09c3,1371771530,34.763408,-93.198243,0,71949.0
1295271,2020-06-20 23:38:54,4797297220948468262,fraud_Hilpert-Conroy,kids_pets,1.82,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,e7ecf74af297a0fcf9bb743cd626b3f2,1371771534,39.062727,-87.012204,0,47465.0
1295272,2020-06-20 23:38:57,6011504998544485,fraud_Kutch-Ferry,home,9.93,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,9cadb7c325c7355e7ec63e5a7bbd6cca,1371771537,32.671342,-86.995358,0,36758.0
1295273,2020-06-20 23:39:12,4102003771126577611,fraud_Berge-Hills,kids_pets,116.17,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,1987-06-13,b6d5182e1186a25cb7e330881dd2e155,1371771552,32.154596999999995,-96.686537,0,76626.0
1295274,2020-06-20 23:40:26,6564459919350820,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,725.6,Douglas,Willis,M,619 Jeremy Garden Apt. 681,Benton,WI,53803,42.5545,-90.3508,1306,Public relations officer,1958-09-10,4c8f2df49533aec89d39202e11c4fdb4,1371771626,43.455813,-90.610318,1,54664.0
1295275,2020-06-20 23:40:51,30199621383748,fraud_Thiel Ltd,travel,2.16,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977-03-23,b6d3bf4bb270118ff8243dc32ca6fc7e,1371771651,33.358893,-96.830352,0,75009.0
1295276,2020-06-20 23:40:56,4476840372112,fraud_Feil-Morar,health_fitness,71.71,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,6dbed7cddc86daf399b74d222c231ba2,1371771656,33.720647,-86.11224,0,35131.0
1295277,2020-06-20 23:40:58,180094419304907,fraud_Shanahan-Lehner,personal_care,18.09,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,e343a948c10510dc873b6a7ca726dd9d,1371771658,33.540862,-116.294029,0,92253.0
1295278,2020-06-20 23:41:31,370877495212014,"fraud_Brown, Homenick and Lesch",health_fitness,59.21,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,f909ce11c752c34ab969c7cfaacfda62,1371771691,37.171462,-80.187898,0,24087.0
1295279,2020-06-20 23:41:46,3500969075198072,fraud_Thompson-Gleason,health_fitness,2.56,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,2697f0fcbe5c64aeaff8b3f00dbad676,1371771706,47.975887,-116.187011,0,83811.0
1295280,2020-06-20 23:44:10,3560336828629935,fraud_Collier LLC,home,7.18,Christopher,White,M,13613 Hammond Ferry,Clutier,IA,52217,42.0789,-92.3763,590,"Embryologist, clinical",1953-03-30,23aeae0553813e1af8848d4ef699f03a,1371771850,43.076479,-92.459752,0,50645.0
1295281,2020-06-20 23:44:15,30235268718158,fraud_Morissette LLC,entertainment,93.11,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,ee73e31af2b960d3e1a0199e5d18fbd6,1371771855,40.150021,-74.058647,0,7762.0
1295282,2020-06-20 23:44:26,3556613125071656,fraud_Haley Group,misc_pos,69.59,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,69bed8c76fd2364fc505df3ef40d376a,1371771866,28.930107,-95.512091,0,77422.0
1295283,2020-06-20 23:44:32,4708992452821239,fraud_Upton PLC,entertainment,43.3,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1938-09-08,a18b98f36fa0abdac01bb6a8b0caff6c,1371771872,36.356885,-90.685091,0,72453.0
1295284,2020-06-20 23:44:36,3575789281659026,fraud_Schmidt-Larkin,home,26.48,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,54399b72670fc9842d7e1dc8b2f44b9d,1371771876,39.379386,-94.030811,0,64084.0
1295285,2020-06-20 23:45:25,4613314721966,"fraud_Wuckert, Wintheiser and Friesen",home,92.59,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,b4ebd0e21876fdd83a338c500afe0f3f,1371771925,36.012522,-81.49854300000001,0,28645.0
1295286,2020-06-20 23:45:27,6538891242532018,fraud_Waelchi Inc,kids_pets,27.52,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,9720f384cd7955296ebf770859401528,1371771927,35.378121,-91.32678,0,72006.0
1295287,2020-06-20 23:45:53,675990301623,fraud_Hermann and Sons,shopping_pos,7.38,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,1994-03-13,ff18f4ceb15af65cc709d1938071a759,1371771953,40.135725,-73.937966,0,7762.0
1295288,2020-06-20 23:47:12,6506982560413523,fraud_Abbott-Steuber,personal_care,41.71,Alice,Kemp,F,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,1985-04-15,b20252e8c9980061bca6cebb468e9abb,1371772032,33.240201,-93.262114,0,71753.0
1295289,2020-06-20 23:47:32,4471568287204,"fraud_Bradtke, Torp and Bahringer",personal_care,23.15,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,1927-10-24,370ae8e90633c285f254c833785b4197,1371772052,35.655911,-78.689359,0,27603.0
1295290,2020-06-20 23:48:26,6539653032686894,"fraud_Denesik, Powlowski and Pouros",home,123.33,Samuel,Short,M,23383 Denise Pine Apt. 099,Sacramento,CA,95842,38.6865,-121.3494,757530,Soil scientist,1966-09-19,f8b4791603d7e422d08e02c6b29e32c1,1371772106,38.401057,-122.2712,0,94599.0
1295291,2020-06-20 23:48:43,4342532437704183,fraud_Nienow PLC,entertainment,43.45,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,0761a274771582441697762f99489e85,1371772123,42.064466,-75.924763,0,13903.0
1295292,2020-06-20 23:49:11,3576021480694169,"fraud_Terry, Johns and Bins",misc_pos,116.84,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,c5020f37c732c9c20807c5705db9ce77,1371772151,39.93838,-95.161865,0,64451.0
1295293,2020-06-20 23:49:35,30434173205605,fraud_Gleason-Macejkovic,shopping_net,9.77,Kylie,Kirby,F,79816 Jackson Squares,Shedd,OR,97377,44.453,-123.1065,917,Radio broadcast assistant,1995-07-08,e990c56b8c2212470fea10cfd7292630,1371772175,44.59657,-123.528728,0,97370.0
1295294,2020-06-20 23:52:05,30510856607165,"fraud_Zemlak, Tillman and Cremin",personal_care,31.21,Frederick,Robinson,M,1125 Ray Track,Livonia,MI,48154,42.3958,-83.3772,96942,Horticultural consultant,1965-04-01,f9b6e2c2d64ceaa069a8c47b94e3bbd8,1371772325,42.426616,-83.353769,0,48152.0
1295295,2020-06-20 23:52:26,4514242065619750,fraud_Mohr Inc,shopping_pos,44.99,Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,82072,41.4247,-105.4781,35371,"Pilot, airline",1988-09-02,4aa741afdda6922591cd23602d03a079,1371772346,40.758129,-104.793797,0,80648.0
1295296,2020-06-20 23:52:46,3583635130604947,fraud_Stark-Batz,entertainment,438.62,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,8efd79fa03ceefbc53bf5d383abad16d,1371772366,39.593932,-74.360132,0,8087.0
1295297,2020-06-20 23:53:47,4561368699336875,fraud_Crooks and Sons,personal_care,3.68,Pamela,Lewis,F,653 Jessica Extension Apt. 668,Clifton,SC,29324,34.9906,-81.8327,167,Museum/gallery conservator,1988-11-01,e55b252b0631f58155b3ea06bc3b68d4,1371772427,34.48245,-81.568529,0,29178.0
1295298,2020-06-20 23:54:39,30510856607165,fraud_Watsica LLC,personal_care,9.4,Frederick,Robinson,M,1125 Ray Track,Livonia,MI,48154,42.3958,-83.3772,96942,Horticultural consultant,1965-04-01,1c97f974e1b4e41d139000c4d57c832f,1371772479,43.32002,-84.157894,0,48655.0
1295299,2020-06-20 23:54:53,4518350514020532,fraud_Halvorson Group,misc_pos,2.24,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,1993-02-26,4a7d0e56dca60643b143ca6f1df98950,1371772493,27.754135,-81.87105600000001,0,33841.0
1295300,2020-06-20 23:55:17,38797410705641,fraud_Shields-Wunsch,health_fitness,71.48,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,1971-12-12,962eb56943f7f88267a81fc3b3c13059,1371772517,42.971231,-74.874634,0,13365.0
1295301,2020-06-20 23:55:46,213141712584544,fraud_Rempel Inc,shopping_net,3.93,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,6a47b89787b607229a2c0d286381fd4d,1371772546,32.737465,-89.939083,0,39045.0
1295302,2020-06-20 23:56:07,4292902571056973207,"fraud_Kihn, Brakus and Goyette",personal_care,40.13,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1995-08-16,2ea9a371836e8f539fec9e689b8aa4a3,1371772567,45.358512,-113.190576,0,59746.0
1295303,2020-06-20 23:56:19,3598304579370089,"fraud_Reinger, Weissnat and Strosin",food_dining,17.31,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,0efecf43406243b58af99535e7ac140a,1371772579,37.468227,-97.324074,0,67120.0
1295304,2020-06-20 23:56:59,3531129874770000,"fraud_Mueller, Gerhold and Mueller",health_fitness,29.46,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,65947ce3d41dd386a2de850e82f23043,1371772619,42.830529,-72.901477,0,5363.0
1295305,2020-06-20 23:58:14,639095706599,fraud_Little Ltd,kids_pets,130.7,Kyle,Wilkinson,M,93970 Trujillo Causeway,Curlew,IA,50527,42.9633,-94.7975,223,Estate manager/land agent,1939-04-14,531c5106655dd630342e73c669757428,1371772694,43.551315,-95.749506,0,56117.0
1295306,2020-06-20 23:58:41,4904681492230012,"fraud_Streich, Dietrich and Barton",shopping_net,7.36,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,bd70da0b2cf48beae09cb4e125e46a45,1371772721,41.556584,-73.11976700000001,0,6762.0
1295307,2020-06-20 23:59:45,4025612008285111,fraud_Kessler Group,travel,9.91,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949-03-20,9378968fc44ca42c83cebbfe84cdbd45,1371772785,40.422143,-79.724328,0,15146.0
1295308,2020-06-20 23:59:47,4642255475285942,fraud_Spencer-Runolfsson,misc_pos,21.59,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,b867e03fc12f629c1b1d12fe516cf8f4,1371772787,39.819084,-108.826956,0,
1295309,2020-06-21 00:00:07,30029052116970,fraud_Kuvalis Ltd,gas_transport,46.37,Curtis,Young,M,4319 Watson Shoals Suite 658,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,1970-10-09,03d5c174e29a923598710e04dcaae751,1371772807,41.567296,-78.929991,0,16728.0
1295310,2020-06-21 00:00:42,3579200383632826,fraud_McDermott-Weimann,grocery_pos,112.43,Tyler,Small,M,047 Kevin Haven,Boyd,WI,54726,44.9437,-91.0294,1690,IT trainer,1975-12-24,eae3a7d61c4d139d5d19ef0d32314590,1371772842,45.415639,-90.176163,0,54459.0
1295311,2020-06-21 00:01:20,4060579726528237,fraud_Koepp-Parker,grocery_pos,91.14,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,1948-11-14,5627faeac7082b934b99253c3b703496,1371772880,38.759381,-96.305997,0,
1295312,2020-06-21 00:01:42,3525590521269779,fraud_Kiehn Inc,grocery_pos,60.96,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,ccf525d8ad21c14892632eeb100f26bd,1371772902,36.990833,-78.892285,0,24528.0
1295313,2020-06-21 00:04:58,580954173374,fraud_Klein Group,entertainment,69.25,Jessica,Benitez,F,31281 Thomas Inlet,Montrose,NY,10548,41.2496,-73.9446,3487,Race relations officer,1960-01-13,abcf51c606c6274422b5994a88ef566f,1371773098,42.114718,-74.218407,0,12450.0
1295314,2020-06-21 00:05:03,3560725013359375,"fraud_Adams, Kovacek and Kuhlman",grocery_net,15.87,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759,31.8599,-102.7413,23,Cytogeneticist,1969-09-15,4d41749b3c465a255da56e54608645fd,1371773103,31.963416,-101.773676,1,
1295315,2020-06-21 00:07:09,3524574586339330,fraud_Kemmer-Buckridge,misc_pos,9.18,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633000000000003,-80.4031,105638,"Librarian, public",1986-05-07,1e924fbe61d8fbaf6ea24b671c97709b,1371773229,26.705832,-80.392034,1,33470.0
1295316,2020-06-21 00:07:13,4158945090781624,fraud_DuBuque LLC,grocery_pos,66.84,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,def90202c5b1bb4c015994db6de4abeb,1371773233,40.533914,-80.31362,0,15026.0
1295317,2020-06-21 00:08:32,375248307838179,fraud_Ledner-Pfannerstill,gas_transport,58.78,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,1967-09-16,0b6f85ac9e25ba3eb25b5a460eab506e,1371773312,38.451311,-81.041508,0,25043.0
1295318,2020-06-21 00:09:40,4555104582813474,fraud_Paucek-Wiza,grocery_net,48.28,Chris,Daniel,M,025 White Fork Apt. 633,Rock Glen,PA,18246,40.954,-76.1747,143,Health and safety adviser,1982-02-19,42e3819d43e32ed8297bb141b812610f,1371773380,40.245897,-75.66242,0,19464.0
1295319,2020-06-21 00:09:50,3517814635263522,fraud_Kutch and Sons,grocery_pos,113.32,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,1941-10-16,2b347a3739caefe0c51da74cc57c979c,1371773390,37.010997,-80.05752,0,24067.0
1295320,2020-06-21 00:09:54,4079773899158,fraud_Jast Ltd,shopping_net,584.92,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,1b08c9048d751c807950383d0e408f43,1371773394,44.015581,-115.806698,0,83622.0
1295321,2020-06-21 00:10:08,3540210836308425,fraud_Rutherford-Mertz,grocery_pos,93.46,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,1992-06-19,4744e5e995d937a8023d3361e8a11581,1371773408,35.095434000000004,-101.546035,0,
1295322,2020-06-21 00:10:49,4952583804639909,fraud_McGlynn-Heathcote,misc_net,9.61,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,1957-04-05,d308b9c27e9b2d7c004f3fb0593cbac2,1371773449,41.772474,-81.708421,0,
1295323,2020-06-21 00:12:45,4998109455173950,"fraud_Ferry, Reichel and DuBuque",grocery_net,56.81,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,1f16fc2cebf369615dd8b99ad569a1a1,1371773565,38.156746000000005,-95.474831,0,66093.0
1295324,2020-06-21 00:13:27,3543299015720986,fraud_Cummerata-Jones,gas_transport,61.09,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1977-10-19,78ef9cc6b898e6d4f868449f24febf08,1371773607,35.906814000000004,-82.368752,0,28714.0
1295325,2020-06-21 00:14:21,4302475216404898,fraud_Corwin-Collins,gas_transport,67.0,Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,1964-08-08,506b5f9836b01700cc16131b288b8617,1371773661,43.250158,-94.499447,0,50578.0
1295326,2020-06-21 00:14:24,4839043708100390,"fraud_Olson, Becker and Koch",gas_transport,72.38,Meredith,Campbell,F,043 Hanson Turnpike,Hedrick,IA,52563,41.1826,-92.3097,1583,Geochemist,1999-06-28,0a9c608618844e855c889938dd7a84b3,1371773664,40.796758,-92.706252,0,52594.0
1295327,2020-06-21 00:14:31,3529597810116815,fraud_Bins-Rice,gas_transport,74.12,Pamela,Curtis,F,8969 Fuentes Station Apt. 291,Mill Creek,PA,17060,40.4679,-77.8967,1334,Archaeologist,1986-12-17,d092b027664e12e9c7b5868990de1f04,1371773671,40.365046,-78.548693,0,15938.0
1295328,2020-06-21 00:14:40,3582754887089201,fraud_Stamm-Witting,shopping_net,1.47,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,1966-08-08,a07b1a0329715aee5ef581f6de462446,1371773680,34.455597,-94.078694,0,
1295329,2020-06-21 00:15:01,4512828414983801773,"fraud_Raynor, Reinger and Hagenes",gas_transport,79.4,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,e4c49191b367789b7a88e71b75a1e84f,1371773701,39.628068,-80.254856,0,26570.0
1295330,2020-06-21 00:15:08,4908846471916297,"fraud_Robel, Cummerata and Prosacco",gas_transport,77.09,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,ddf25030a506b06e5adf1a0913afae74,1371773708,33.042165999999995,-97.292831,0,76247.0
1295331,2020-06-21 00:15:37,630412733309,fraud_Corwin-Collins,gas_transport,59.83,Heather,Stanton,F,445 Jerry Lights Apt. 081,Republic,MI,49879,46.368,-87.9938,1038,Armed forces training and education officer,1964-04-22,30e626b56f6188c1aae8742d8f3db6ff,1371773737,45.376107,-88.194963,0,54104.0
1295332,2020-06-21 00:16:37,4769426683924058915,fraud_Boyer PLC,misc_pos,3.01,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1954-08-22,3e52195614fcbd0ed8891291ea297f2e,1371773797,39.598594,-76.541741,0,21111.0
1295333,2020-06-21 00:18:02,4471568287204,fraud_Jacobi and Sons,shopping_pos,7.38,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,1927-10-24,56484c0e9db81dbaa8585ee88e0e031a,1371773882,37.008517,-79.050671,0,24569.0
1295334,2020-06-21 00:19:24,502012776709,"fraud_Osinski, Ledner and Leuschke",grocery_pos,163.01,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,1945-09-20,d8b3ab6ba58cab5c394a43afd981b859,1371773964,42.656686,-75.110546,0,13348.0
1295335,2020-06-21 00:19:37,30230540139182,"fraud_Labadie, Treutel and Bode",shopping_net,95.61,Hayden,Sanders,M,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,1974-05-18,8025a5e83f5e090e9ea5296fadfedb91,1371773977,40.443089,-77.067189,0,17020.0
1295336,2020-06-21 00:19:54,4104312520615374,"fraud_Jenkins, Hauck and Friesen",gas_transport,61.77,Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",1988-09-19,3ebf8e4070e02e34e67fec34a388a05c,1371773994,33.637721,-116.047881,0,92254.0
1295337,2020-06-21 00:20:10,3527063666782582,fraud_Turner and Sons,shopping_pos,5.42,Amanda,Alexander,F,21810 James Mall,Camden,TX,75934,30.9,-94.7547,99,Colour technologist,1965-11-21,84ff62edcfe65ae60de3feea4e8db69f,1371774010,30.657262,-95.436857,0,77340.0
1295338,2020-06-21 00:20:59,4476840372112,fraud_Schamberger-O'Keefe,grocery_pos,94.3,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,1c5c1408aa6de05b40047fc2c14f0822,1371774059,35.515544,-85.706929,0,37305.0
1295339,2020-06-21 00:21:13,4482427013979020,"fraud_Tillman, Fritsch and Schmitt",misc_net,4.92,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,1946-08-30,60a5ab4ed4ce6cfd35a246c4613176c2,1371774073,38.974511,-83.061444,0,45661.0
1295340,2020-06-21 00:21:17,2235335206132667,fraud_McGlynn-Heathcote,misc_net,89.58,Maria,Rosales,F,6611 Parrish Garden Apt. 428,Waynesfield,OH,45896,40.6072,-83.9585,2089,Building control surveyor,1963-06-22,e7179604391969cbc6900076eb98b496,1371774077,40.162826,-82.988393,0,43035.0
1295341,2020-06-21 00:22:36,583699482621,fraud_Heller-Langosh,gas_transport,97.96,Jennifer,Jones,F,5572 Kelly Plains Apt. 952,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",1936-07-22,9541c3a073a8aaac7a86c6ecbb1eb98e,1371774156,45.185636,-88.60329399999999,0,54149.0
1295342,2020-06-21 00:22:40,6596735789587928,fraud_Bartoletti-Wunsch,gas_transport,70.69,Spencer,Williams,M,1145 Tony Drive Suite 080,Watertown,MN,55388,44.9595,-93.8482,5619,Licensed conveyancer,1959-01-15,c103bdc886cd6a18f405c22e244b959b,1371774160,45.128901,-93.937468,0,55313.0
1295343,2020-06-21 00:22:44,4306586894261180,fraud_Bins-Rice,gas_transport,67.42,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",1959-10-19,51ac188fcbb7a0bd348c48d2a403cff1,1371774164,40.003133,-87.172432,0,47952.0
1295344,2020-06-21 00:22:55,213161869125933,fraud_Fisher-Schowalter,shopping_net,5.29,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,8d61eb0551e3b75e33ce79434c233217,1371774175,44.805159,-71.5246,0,3590.0
1295345,2020-06-21 00:23:16,3514897282719543,fraud_Morissette PLC,shopping_pos,6.25,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1952-10-13,e9db74731c898a71489376ef77be955c,1371774196,42.457525,-77.227725,0,14840.0
1295346,2020-06-21 00:23:47,371284424780634,fraud_Corwin-Collins,gas_transport,100.61,Jeremy,Moore,M,574 Patricia Extensions,Lubbock,TX,79413,33.5466,-101.8871,254282,"Doctor, general practice",1952-01-29,e3652314180f4dee22eee6ab2b684107,1371774227,33.416812,-101.544519,0,79364.0
